customer_id,customer_zip_code_prefix,total_orders,total_spend,average_order_value,total_items_purchased,average_review_score,average_delivery_days,average_delivery_delay_days,late_orders,cancelled_orders,customer_lifetime_days,purchase_frequency,recency_days,frequency,monetary,cluster_id,segment_name
000419c5494106c306a97b5635748086,24220.0,1.0,49.4,49.4,1.0,1.0,45.97909722222222,26.720532407407408,1.0,0.0,0.0,1.0,229.9879398148148,1.0,49.4,1,Higher Activity Segment
0017a0b4c1f1bdb9c395fa0ac517109c,81510.0,1.0,50.01,50.01,1.0,4.0,20.149247685185184,1.9298148148148149,1.0,0.0,0.0,1.0,228.94880787037036,1.0,50.01,1,Higher Activity Segment
001df1ee5c36767aa607001ab1a13a06,1030.0,1.0,42.86,42.86,1.0,4.0,4.818043981481481,0.7866203703703704,1.0,0.0,0.0,1.0,73.76079861111111,1.0,42.86,1,Higher Activity Segment
002b5342c72978cf0aba6aae1f5d5293,22775.0,1.0,0.0,0.0,0.0,1.0,9.255960648148148,0.0,0.0,1.0,0.0,1.0,37.98533564814815,1.0,0.0,1,Higher Activity Segment
003f7d92ac63c512bb6584219806f8df,4310.0,1.0,84.91000000000001,84.91000000000001,1.0,1.0,28.42917824074074,8.960648148148149,1.0,0.0,0.0,1.0,246.1979050925926,1.0,84.91000000000001,1,Higher Activity Segment
00459c4eb23e40414ca067d06fa303d4,78008.0,1.0,87.94,87.94,1.0,3.0,30.88861111111111,1.5263194444444443,1.0,0.0,0.0,1.0,164.09166666666667,1.0,87.94,1,Higher Activity Segment
004937d0f9d6ce15c2830c00c2f482e5,14870.0,1.0,70.91,70.91,1.0,4.0,24.79662037037037,1.5062037037037037,1.0,0.0,0.0,1.0,264.01979166666666,1.0,70.91,1,Higher Activity Segment
005196c65bab2861e397cc85bc7664bf,29162.0,1.0,1233.65,1233.65,1.0,5.0,23.25193287037037,1.860162037037037,1.0,0.0,0.0,1.0,274.12114583333334,1.0,1233.65,1,Higher Activity Segment
00581d55862aecc8cbc7d701a27bc285,45818.0,1.0,287.54,287.54,2.0,5.0,40.19120370370371,13.57287037037037,1.0,0.0,0.0,1.0,203.34770833333334,1.0,287.54,1,Higher Activity Segment
0074a15febc9459ab2f999ea0e22c8d6,29072.0,1.0,425.24,425.24,1.0,1.0,27.893078703703704,5.506388888888889,1.0,0.0,0.0,1.0,324.1160648148148,1.0,425.24,1,Higher Activity Segment
007a444502902587d7aa72af38cbd1de,88070.0,1.0,83.69999999999999,83.69999999999999,1.0,1.0,34.89813657407407,11.801805555555555,1.0,0.0,0.0,1.0,162.82570601851853,1.0,83.69999999999999,1,Higher Activity Segment
007dca6150a323ecb560d11f2a3615a2,84060.0,1.0,65.0,65.0,1.0,5.0,33.229791666666664,9.889837962962963,1.0,0.0,0.0,1.0,229.0693287037037,1.0,65.0,1,Higher Activity Segment
007e99fec9d53dfa4e5d8be9c2b36ca7,40255.0,1.0,410.37,410.37,1.0,4.0,13.669479166666667,0.5715625,1.0,0.0,0.0,1.0,502.82729166666667,1.0,410.37,1,Higher Activity Segment
0099bfdae84652b1df38e27c0fc216e3,85810.0,1.0,165.8,165.8,1.0,1.0,32.63462962962963,8.483055555555556,1.0,0.0,0.0,1.0,268.88094907407407,1.0,165.8,1,Higher Activity Segment
00a6e2753fc2652cb87386ffbf5792b2,4944.0,1.0,192.14000000000001,192.14000000000001,2.0,5.0,28.54423611111111,4.441446759259259,1.0,0.0,0.0,1.0,604.8321643518518,1.0,192.14000000000001,1,Higher Activity Segment
00ba72dac5dae2776b5bfcf799a956b2,4835.0,1.0,33.34,33.34,1.0,5.0,4.980914351851852,0.9020138888888889,1.0,0.0,0.0,1.0,67.80827546296297,1.0,33.34,1,Higher Activity Segment
00c042af846ab3125854b4abc3bf25a6,26022.0,1.0,257.92,257.92,1.0,1.0,22.91616898148148,6.8389699074074075,1.0,0.0,0.0,1.0,394.8065740740741,1.0,257.92,1,Higher Activity Segment
00d9314fb3f147133d0dae548abab307,29315.0,1.0,76.86,76.86,1.0,4.5,20.523425925925928,0.8792361111111111,1.0,0.0,0.0,1.0,223.3735648148148,1.0,76.86,1,Higher Activity Segment
00da45766aa7d360508cf25434334a8d,24020.0,1.0,179.04000000000002,179.04000000000002,1.0,1.0,32.48252314814815,10.07074074074074,1.0,0.0,0.0,1.0,220.1411574074074,1.0,179.04000000000002,1,Higher Activity Segment
00f8a4bbb515bfe8f84f9cfa45621250,98025.0,1.0,279.52,279.52,1.0,1.0,33.46454861111111,0.0,0.0,1.0,0.0,1.0,464.19392361111113,1.0,279.52,1,Higher Activity Segment
01016b17e79a0a428384c6916b426aed,24445.0,1.0,160.76,160.76,1.0,3.0,28.168113425925927,4.904363425925926,1.0,0.0,0.0,1.0,233.993125,1.0,160.76,1,Higher Activity Segment
0108bac6b3f1f9f0fb88a1f0c0763919,38184.0,1.0,83.45,83.45,1.0,1.0,13.127650462962963,5.825428240740741,1.0,0.0,0.0,1.0,71.03159722222222,1.0,83.45,1,Higher Activity Segment
010be179fab38706ae5cf77170b038e3,28613.0,1.0,1391.13,1391.13,1.0,5.0,68.0958912037037,40.79355324074074,1.0,0.0,0.0,1.0,225.03171296296296,1.0,1391.13,1,Higher Activity Segment
0111b8c89dbd979f8d35037954eb6a39,26330.0,1.0,134.8,134.8,1.0,1.0,39.2162962962963,15.675520833333334,1.0,0.0,0.0,1.0,214.27015046296296,1.0,134.8,1,Higher Activity Segment
0115fdf642d451174def967bd1d55350,37800.0,1.0,197.1,197.1,1.0,4.0,21.0684375,0.7145486111111111,1.0,0.0,0.0,1.0,352.0832638888889,1.0,197.1,1,Higher Activity Segment
0125fdf9e257f064725f85d1d63085b4,86050.0,1.0,48.22,48.22,1.0,1.0,20.790717592592593,3.6366087962962963,1.0,0.0,0.0,1.0,226.8834837962963,1.0,48.22,1,Higher Activity Segment
01288d72df4b2a4fb61182da4113ceab,50050.0,1.0,109.92,109.92,1.0,3.0,30.522708333333334,1.9825694444444444,1.0,0.0,0.0,1.0,242.2695138888889,1.0,109.92,1,Higher Activity Segment
012890b678dffa039b23707633b2eff3,31160.0,1.0,99.43,99.43,1.0,1.0,23.841828703703705,5.678171296296297,1.0,0.0,0.0,1.0,221.89303240740742,1.0,99.43,1,Higher Activity Segment
01295bcfd2311c7b510c4c697f82b6be,22733.0,1.0,107.53,107.53,1.0,1.0,25.68295138888889,8.487743055555555,1.0,0.0,0.0,1.0,395.9245833333333,1.0,107.53,1,Higher Activity Segment
0135196a168da02f97f00b7300af0baa,4842.0,1.0,62.589999999999996,62.589999999999996,1.0,5.0,20.59783564814815,0.8590509259259259,1.0,0.0,0.0,1.0,344.4681597222222,1.0,62.589999999999996,1,Higher Activity Segment
0137af0a69be6d96a77314fa91324ff5,21051.0,1.0,33.0,33.0,1.0,3.0,27.919050925925927,1.7825810185185185,1.0,0.0,0.0,1.0,307.8658449074074,1.0,33.0,1,Higher Activity Segment
0146c236b4c942e0ed107444e8a90463,88130.0,1.0,330.27,330.27,1.0,1.0,41.5234837962963,18.470532407407408,1.0,0.0,0.0,1.0,562.7823263888889,1.0,330.27,1,Higher Activity Segment
014cb897286d70935bfa3c8eac776b76,37552.0,1.0,535.07,535.07,1.0,3.0,17.777175925925928,3.7355555555555555,1.0,0.0,0.0,1.0,156.77099537037037,1.0,535.07,1,Higher Activity Segment
015bf7d488097b3b632e5b19f1c7621a,11453.0,1.0,61.75,61.75,1.0,2.0,20.352824074074075,5.047766203703704,1.0,0.0,0.0,1.0,331.0344328703704,1.0,61.75,1,Higher Activity Segment
016b9c55722fc080b0cbf76d663449af,72015.0,1.0,134.36,134.36,1.0,2.0,26.089375,12.740717592592592,1.0,0.0,0.0,1.0,76.0780324074074,1.0,134.36,1,Higher Activity Segment
0176d6c1606400bd49c88871e15839bb,24421.0,1.0,190.4,190.4,1.0,5.0,23.10122685185185,0.6066435185185185,1.0,0.0,0.0,1.0,543.2239583333334,1.0,190.4,1,Higher Activity Segment
017c416d7047f02aea089e0ce017e7bb,9450.0,1.0,150.70000000000002,150.70000000000002,1.0,4.0,16.79892361111111,2.7375,1.0,0.0,0.0,1.0,338.7907986111111,1.0,150.70000000000002,1,Higher Activity Segment
018546fb1415356fd93cbd77a4338124,52070.0,1.0,237.07999999999998,237.07999999999998,1.0,1.0,39.51314814814815,9.483819444444444,1.0,0.0,0.0,1.0,214.7587037037037,1.0,237.07999999999998,1,Higher Activity Segment
01866d949d55c81c28d255114948b72b,4911.0,1.0,37.78,37.78,1.0,1.0,16.220949074074074,0.0,0.0,1.0,0.0,1.0,183.95032407407408,1.0,37.78,1,Higher Activity Segment
018d3918d60c2e821b654b8eb4cfde55,25070.0,1.0,1022.65,1022.65,1.0,5.0,25.300324074074073,3.992141203703704,1.0,0.0,0.0,1.0,154.03755787037036,1.0,1022.65,1,Higher Activity Segment
018d655fe703cb7b56ee34f117429789,11040.0,1.0,136.3,136.3,1.0,1.0,56.38,39.461157407407406,1.0,0.0,0.0,1.0,213.6482175925926,1.0,136.3,1,Higher Activity Segment
01980baf1c23e7437caf43ce20455d0d,22780.0,1.0,537.99,537.99,1.0,3.0,55.63563657407408,0.0,0.0,0.0,0.0,1.0,225.36501157407406,1.0,537.99,1,Higher Activity Segment
019f5bb93ed18dd059051c3f81abe394,9896.0,1.0,14.920000000000002,14.920000000000002,1.0,1.0,15.230324074074074,0.0,0.0,1.0,0.0,1.0,204.95969907407408,1.0,14.920000000000002,1,Higher Activity Segment
01a61e75bd333a349351fba370520597,2475.0,1.0,256.59,256.59,1.0,4.0,9.836331018518518,1.6174305555555555,1.0,0.0,0.0,1.0,59.94827546296296,1.0,256.59,1,Higher Activity Segment
01a9e6a66ed15bb3c5b3d9abc2e046a4,88307.0,1.0,89.77000000000001,89.77000000000001,1.0,1.0,8.893229166666666,3.5338773148148146,1.0,0.0,0.0,1.0,72.08872685185185,1.0,89.77000000000001,1,Higher Activity Segment
01cfa5a92a4710ae73e1c622ef11a7f2,57520.0,1.0,89.08,89.08,1.0,1.0,35.39700231481481,6.308854166666666,1.0,0.0,0.0,1.0,240.81752314814815,1.0,89.08,1,Higher Activity Segment
01d259010afdcc421652fd14d9ea6d6c,24120.0,1.0,26.130000000000003,26.130000000000003,1.0,1.0,51.51425925925926,31.68523148148148,1.0,0.0,0.0,1.0,224.5584027777778,1.0,26.130000000000003,1,Higher Activity Segment
01d581c1d75cd6e7a5315b20589b9944,3324.0,1.0,20.38,20.38,1.0,5.0,5.128078703703704,0.8107407407407408,1.0,0.0,0.0,1.0,56.046712962962964,1.0,20.38,1,Higher Activity Segment
01d5f7506a41927955ef41a530329c30,38440.0,1.0,75.25,75.25,1.0,2.0,30.969143518518518,9.728229166666667,1.0,0.0,0.0,1.0,213.97028935185185,1.0,75.25,1,Higher Activity Segment
01f4581bf20e14d770c5de782d7ee783,13564.0,1.0,75.17,75.17,1.0,5.0,12.066099537037037,0.7768981481481482,1.0,0.0,0.0,1.0,74.01857638888889,1.0,75.17,1,Higher Activity Segment
01f7b7a4e25cda9ce48c0f7263f7452d,29400.0,1.0,75.33,75.33,1.0,1.0,56.58349537037037,0.0,0.0,0.0,0.0,1.0,738.3128703703703,1.0,75.33,1,Higher Activity Segment
01f7f5d4ffa43c8b8d2ae6c7628b0aba,97060.0,1.0,53.35,53.35,1.0,3.0,42.0653125,10.91636574074074,1.0,0.0,0.0,1.0,117.87832175925926,1.0,53.35,1,Higher Activity Segment
01fb8712cdee539fb967502da4217019,22451.0,1.0,259.94,259.94,1.0,1.0,24.48619212962963,4.499039351851851,1.0,0.0,0.0,1.0,328.7165277777778,1.0,259.94,1,Higher Activity Segment
01ff2b68ecb885ebd063584cbde546e8,13602.0,1.0,154.07999999999998,154.07999999999998,6.0,5.0,22.121319444444445,1.7195601851851852,1.0,0.0,0.0,1.0,422.1311342592593,1.0,154.07999999999998,1,Higher Activity Segment
02035a6c43039fa299e0492df023bad2,6526.0,1.0,57.989999999999995,57.989999999999995,1.0,3.0,8.467002314814815,5.86363425925926,1.0,0.0,0.0,1.0,72.33274305555555,1.0,57.989999999999995,1,Higher Activity Segment
02036d14d9326c01a123bd83626d48c0,22773.0,1.0,64.23,64.23,1.0,1.0,41.007152777777776,10.806192129629629,1.0,0.0,0.0,1.0,218.93033564814814,1.0,64.23,1,Higher Activity Segment
02044ee0862ebaf88a067ba1f74342f7,27340.0,1.0,224.71,224.71,1.0,1.0,35.09994212962963,6.879479166666667,1.0,0.0,0.0,1.0,258.949837962963,1.0,224.71,1,Higher Activity Segment
